"Subject" "Activity" "LinearAccelX" "LinearAccelY" "LinearAccelZ" "AngularVelocX" "AngularVelocY" "AngularVelocZ"
"Subject 21" "LAYING" "2.4969102e-001" "-9.5544974e-003" "-1.0724930e-001" "-9.4136821e-001" "-9.2663375e-001" "-9.5495307e-001"
"Subject 21" "LAYING" "2.8726469e-001" "-1.5711870e-002" "-1.1276829e-001" "-9.7442781e-001" "-9.8003837e-001" "-9.6212774e-001"
"Subject 21" "LAYING" "3.2634097e-001" "-1.2418004e-002" "-1.2238167e-001" "-9.4988149e-001" "-9.7429586e-001" "-9.6064062e-001"
"Subject 21" "LAYING" "2.8368324e-001" "-1.7094359e-002" "-1.0999071e-001" "-9.6701162e-001" "-9.8814494e-001" "-9.7756444e-001"
"Subject 21" "LAYING" "2.9670744e-001" "-1.5575571e-002" "-1.1190080e-001" "-9.7599804e-001" "-9.3602999e-001" "-9.6936023e-001"
"Subject 21" "LAYING" "2.6233524e-001" "-1.6571156e-002" "-1.2938612e-001" "-9.5808783e-001" "-9.4271490e-001" "-8.7413822e-001"
"Subject 21" "LAYING" "2.7585216e-001" "-1.6050349e-002" "-1.0669718e-001" "-9.7449883e-001" "-9.8884408e-001" "-9.7940361e-001"
"Subject 21" "LAYING" "2.3925056e-001" "-2.4261057e-002" "-9.5901492e-002" "-9.9037421e-001" "-9.9304311e-001" "-9.9370688e-001"
"Subject 21" "LAYING" "2.4414894e-001" "-2.1648353e-002" "-9.5978478e-002" "-9.6420010e-001" "-9.8428737e-001" "-9.7530841e-001"
"Subject 21" "LAYING" "2.8339479e-001" "-1.8140590e-002" "-1.0908228e-001" "-9.6502152e-001" "-9.7265023e-001" "-9.7281397e-001"
"Subject 21" "LAYING" "2.7265049e-001" "-1.8543287e-002" "-1.0730106e-001" "-9.8694400e-001" "-9.9121772e-001" "-9.8980739e-001"
"Subject 21" "LAYING" "2.5101770e-001" "-1.9942697e-002" "-9.8148956e-002" "-9.4868015e-001" "-9.8032834e-001" "-9.6734720e-001"
"Subject 21" "LAYING" "2.5000581e-001" "-1.9057057e-002" "-1.0008427e-001" "-9.3377565e-001" "-9.7031330e-001" "-9.4467897e-001"
"Subject 21" "LAYING" "2.7254363e-001" "-1.7667592e-002" "-1.0569924e-001" "-9.7358823e-001" "-9.7917380e-001" "-9.6195770e-001"
"Subject 21" "LAYING" "2.9038409e-001" "-1.5614069e-002" "-1.1460594e-001" "-9.6297414e-001" "-9.5395551e-001" "-9.5751800e-001"
"Subject 21" "LAYING" "2.6346261e-001" "-2.0051046e-002" "-9.9232243e-002" "-9.7564006e-001" "-9.8176702e-001" "-9.6285641e-001"
"Subject 21" "LAYING" "2.5522157e-001" "-1.8993775e-002" "-1.0243445e-001" "-9.9205214e-001" "-9.9313739e-001" "-9.9332478e-001"
"Subject 21" "LAYING" "2.6228477e-001" "-1.9532620e-002" "-1.0043001e-001" "-9.8284693e-001" "-9.5086729e-001" "-9.7824710e-001"
"Subject 21" "LAYING" "2.7823600e-001" "-1.8724580e-002" "-1.0516755e-001" "-9.7291566e-001" "-9.7558991e-001" "-9.6594189e-001"
"Subject 21" "LAYING" "2.6018564e-001" "-2.0040608e-002" "-1.0054340e-001" "-9.7227249e-001" "-9.5762933e-001" "-9.6296517e-001"
"Subject 21" "LAYING" "2.4863349e-001" "-1.0619352e-002" "-1.0467198e-001" "-9.6706618e-001" "-9.3210153e-001" "-9.6863051e-001"
"Subject 21" "LAYING" "2.5004102e-001" "-2.0015612e-002" "-9.9567016e-002" "-9.9283819e-001" "-9.9477017e-001" "-9.9124912e-001"
"Subject 21" "LAYING" "2.5426881e-001" "-2.0271042e-002" "-9.8772230e-002" "-9.9010582e-001" "-9.7919370e-001" "-9.8530201e-001"
"Subject 21" "LAYING" "3.3813414e-001" "-2.8118122e-002" "-1.2633575e-001" "-8.5499136e-001" "-8.3649810e-001" "-7.7641009e-001"
"Subject 21" "LAYING" "2.6899571e-001" "-1.8746349e-002" "-1.0483964e-001" "-9.7667561e-001" "-9.8281328e-001" "-9.6082797e-001"
"Subject 21" "LAYING" "7.0999584e-002" "-4.2099278e-002" "" "8.2333750e-002" "-7.7574566e-001" "-6.6404527e-001"
"Subject 21" "LAYING" "2.8479443e-001" "-1.5130005e-002" "-1.1252499e-001" "-9.6354798e-001" "-9.8336236e-001" "-9.7645533e-001"
"Subject 21" "LAYING" "2.6761329e-001" "-1.7933932e-002" "-1.0189772e-001" "-9.3243784e-001" "-9.7328783e-001" "-9.4916419e-001"
"Subject 21" "LAYING" "3.3217900e-001" "-2.8017980e-002" "-1.2961867e-001" "-9.0921704e-001" "-8.7134664e-001" "-9.4258136e-001"
"Subject 21" "LAYING" "3.0311596e-001" "-7.5072322e-003" "-1.2267734e-001" "-9.4221708e-001" "-9.5708525e-001" "-9.4760572e-001"
"Subject 21" "LAYING" "2.6964699e-001" "-1.7710928e-002" "-1.0586736e-001" "-9.7815863e-001" "-9.7378459e-001" "-9.7032992e-001"
"Subject 21" "LAYING" "2.8208207e-001" "-1.5275840e-002" "-1.1042495e-001" "-9.9112872e-001" "-9.7555773e-001" "-9.8627614e-001"
"Subject 21" "LAYING" "2.9014262e-001" "-1.4814768e-002" "-1.1572444e-001" "-9.6730635e-001" "-9.7783996e-001" "-9.6576821e-001"
"Subject 21" "LAYING" "2.7697159e-001" "-1.7187445e-002" "-1.0906774e-001" "-9.7411086e-001" "-9.8849566e-001" "-9.8466639e-001"
"Subject 21" "LAYING" "3.0491547e-001" "-1.1732548e-002" "-1.2431466e-001" "-9.8039411e-001" "-9.8352076e-001" "-9.7281069e-001"
"Subject 21" "LAYING" "2.7837541e-001" "-1.7858358e-002" "-1.0627611e-001" "-9.7605564e-001" "-9.8072914e-001" "-9.6362396e-001"
"Subject 21" "LAYING" "2.9147820e-001" "-1.5438161e-002" "-1.1259185e-001" "-9.5069083e-001" "-9.7733276e-001" "-9.6785933e-001"
"Subject 21" "LAYING" "2.4679222e-001" "-1.5298001e-002" "-1.0765401e-001" "-9.4871508e-001" "-9.7918731e-001" "-9.7963163e-001"
"Subject 21" "LAYING" "2.0916383e-001" "-2.0973588e-002" "-7.7782824e-002" "-9.2777754e-001" "-8.8346375e-001" "-9.0181064e-001"
"Subject 21" "LAYING" "2.5985111e-001" "-2.0304995e-002" "-1.0195363e-001" "-9.5559498e-001" "-9.7612791e-001" "-9.7263750e-001"
"Subject 21" "LAYING" "2.2459037e-002" "-5.6728123e-002" "" "5.3845228e-002" "-5.3508094e-001" "-7.1134125e-001"
"Subject 21" "LAYING" "2.5629876e-001" "-2.0837853e-002" "-9.8935416e-002" "-9.7976622e-001" "-9.8282193e-001" "-9.8084474e-001"
"Subject 21" "LAYING" "2.8980038e-001" "-1.5475039e-002" "-1.1122412e-001" "-9.7037825e-001" "-9.8829974e-001" "-9.7627396e-001"
"Subject 21" "LAYING" "2.8793466e-001" "-1.7719347e-002" "-1.1149852e-001" "-9.4596793e-001" "-9.7812803e-001" "-9.6040103e-001"
"Subject 21" "LAYING" "4.6750005e-001" "-1.0156197e-002" "-1.3069643e-001" "-8.5154847e-001" "-7.1699939e-001" "-6.6939027e-001"
"Subject 21" "LAYING" "2.7775886e-001" "-1.6751090e-002" "-1.0940397e-001" "-9.7274341e-001" "-9.8958413e-001" "-9.8402926e-001"
"Subject 21" "LAYING" "2.6202399e-001" "-1.8711349e-002" "-1.0024901e-001" "-9.5737428e-001" "-9.8474967e-001" "-9.7488978e-001"
"Subject 21" "LAYING" "2.7230982e-001" "-1.6846660e-002" "-1.0672662e-001" "-9.7833007e-001" "-9.8786126e-001" "-9.8016280e-001"
"Subject 21" "LAYING" "2.8883387e-001" "-1.6802071e-002" "-1.1129067e-001" "-9.7482522e-001" "-9.9186316e-001" "-9.8237605e-001"
"Subject 21" "LAYING" "3.0732703e-001" "-1.2283694e-002" "-1.1930020e-001" "-9.7087701e-001" "-9.4994015e-001" "-9.5969056e-001"
"Subject 21" "LAYING" "2.6494660e-001" "-1.8816484e-002" "-1.0768862e-001" "-9.4157155e-001" "-9.8329684e-001" "-9.5510541e-001"
"Subject 21" "LAYING" "2.7293446e-001" "-1.6882244e-002" "-1.0830954e-001" "-9.7154138e-001" "-9.9035511e-001" "-9.8948883e-001"
"Subject 21" "LAYING" "2.7249336e-001" "-1.7440848e-002" "-1.0717239e-001" "-9.8416236e-001" "-9.8994532e-001" "-9.8712312e-001"
"Subject 21" "LAYING" "2.7183402e-001" "-1.8373102e-002" "-1.0629211e-001" "-9.7155727e-001" "-9.8956324e-001" "-9.8008245e-001"
"Subject 21" "LAYING" "2.9768184e-001" "-1.4553544e-002" "-1.1764634e-001" "-9.8589042e-001" "-9.6427399e-001" "-9.7305187e-001"
"Subject 21" "LAYING" "2.8107137e-001" "-1.6575117e-002" "-1.0955327e-001" "-9.7514754e-001" "-9.8122607e-001" "-9.6177817e-001"
"Subject 21" "LAYING" "2.6923511e-001" "-1.9854392e-002" "-1.0208057e-001" "-9.6224516e-001" "-9.5541243e-001" "-9.5415234e-001"
"Subject 21" "LAYING" "2.8926434e-001" "-1.8034642e-002" "-1.1152437e-001" "-9.7064897e-001" "-9.9346013e-001" "-9.8589162e-001"
"Subject 21" "LAYING" "2.4593303e-001" "-2.1870476e-002" "-9.4493970e-002" "-9.8041256e-001" "-9.8247172e-001" "-9.6926906e-001"
"Subject 21" "LAYING" "2.6832080e-001" "-1.7905183e-002" "-1.0739136e-001" "-9.4381669e-001" "-9.7717661e-001" "-9.6448341e-001"
"Subject 21" "LAYING" "2.5460275e-001" "" "1.6817786e-004" "-1.2565654e-001" "-9.3502160e-001" "-7.7389886e-001"
"Subject 21" "LAYING" "2.6372306e-001" "-1.8749377e-002" "-1.0492070e-001" "-9.4043559e-001" "-9.4337263e-001" "-9.3767639e-001"
"Subject 21" "LAYING" "2.8613834e-001" "-1.5190347e-002" "-1.1248075e-001" "-9.5902115e-001" "-9.5881814e-001" "-9.5873786e-001"
"Subject 21" "LAYING" "2.7304996e-001" "-1.7980303e-002" "-1.0806421e-001" "-9.7265098e-001" "-9.7170448e-001" "-9.6459971e-001"
"Subject 21" "LAYING" "2.7112093e-001" "-1.9740667e-002" "-1.0294991e-001" "-9.7749212e-001" "-9.8129400e-001" "-9.6557256e-001"
"Subject 21" "LAYING" "2.7626076e-001" "-1.8928167e-002" "-1.0151509e-001" "-9.6394450e-001" "-9.7168951e-001" "-9.5464417e-001"
"Subject 21" "LAYING" "2.8261175e-001" "-1.6025209e-002" "-1.0780481e-001" "-9.5969947e-001" "-9.5316750e-001" "-9.5331696e-001"
"Subject 21" "LAYING" "2.8046439e-001" "-1.5669965e-002" "-1.0799441e-001" "-9.7633026e-001" "-9.8974874e-001" "-9.7950608e-001"
"Subject 21" "LAYING" "1.7029750e-001" "-5.2490449e-002" "-1.3178060e-002" "-7.8807359e-001" "-6.7831545e-001" "-7.3411860e-001"
"Subject 21" "LAYING" "2.7915732e-001" "-1.7497616e-002" "-1.0719673e-001" "-9.7608040e-001" "-9.9225189e-001" "-9.8424626e-001"
"Subject 21" "LAYING" "2.9668595e-001" "-1.4362683e-002" "-1.1495690e-001" "-9.7396583e-001" "-9.9319744e-001" "-9.8576669e-001"
"Subject 21" "LAYING" "2.3705749e-001" "-2.4398495e-002" "-8.2125173e-002" "-9.7170203e-001" "-9.6880858e-001" "-9.6310919e-001"
"Subject 21" "LAYING" "2.7179687e-001" "-1.7218055e-002" "-1.0705553e-001" "-9.7621672e-001" "-9.9196198e-001" "-9.9248913e-001"
"Subject 21" "LAYING" "3.2308388e-001" "-1.3738278e-002" "-1.2352235e-001" "-9.5103765e-001" "-9.8478906e-001" "-9.6596650e-001"
"Subject 21" "LAYING" "2.8412627e-001" "-1.6948948e-002" "-1.1037545e-001" "-9.3914223e-001" "-9.7545585e-001" "-9.6141504e-001"
"Subject 21" "LAYING" "2.7168265e-001" "-1.7868136e-002" "-1.0643717e-001" "-9.6093249e-001" "-9.7785299e-001" "-9.7511518e-001"
"Subject 21" "LAYING" "3.0081779e-001" "-1.4482421e-002" "-1.1490863e-001" "-9.5118929e-001" "-9.8412005e-001" "-9.6286430e-001"
"Subject 21" "LAYING" "2.9470591e-001" "-1.6522220e-002" "-1.1488188e-001" "-9.8063360e-001" "-9.5798366e-001" "-9.5998229e-001"
"Subject 21" "LAYING" "2.8990135e-001" "-1.4704142e-002" "-1.1463359e-001" "-9.7781315e-001" "-9.8843661e-001" "-9.8146872e-001"
"Subject 21" "LAYING" "2.9907997e-001" "-1.6055333e-002" "-1.1504956e-001" "-9.8037088e-001" "-9.9265329e-001" "-9.9115644e-001"
"Subject 21" "LAYING" "2.5932632e-001" "-2.4585795e-002" "-1.0101510e-001" "-9.7447342e-001" "-9.5084114e-001" "-9.8069158e-001"
"Subject 21" "LAYING" "2.4732403e-001" "-2.0290538e-002" "-9.7709771e-002" "-9.8199045e-001" "-9.9297161e-001" "-9.8618945e-001"
"Subject 21" "LAYING" "2.6711911e-001" "-1.8893165e-002" "-1.0234882e-001" "-9.9518105e-001" "-9.8452464e-001" "-9.8776185e-001"
"Subject 21" "LAYING" "2.7150441e-001" "-1.8868480e-002" "-1.0403715e-001" "-9.6597799e-001" "-9.7007835e-001" "-9.4740787e-001"
"Subject 21" "LAYING" "3.0261025e-001" "-1.4435469e-002" "-1.1779752e-001" "-9.5371431e-001" "-9.4851561e-001" "-9.4154721e-001"
"Subject 21" "LAYING" "2.7364981e-001" "-1.8515678e-002" "-1.0527586e-001" "-9.7060470e-001" "-9.7728424e-001" "-9.6811723e-001"
"Subject 21" "SITTING" "2.7773337e-001" "-1.3004617e-002" "-1.2070958e-001" "-9.9638792e-001" "-9.8979523e-001" "-9.8674368e-001"
"Subject 21" "SITTING" "2.8437548e-001" "-1.0698779e-002" "-1.0581326e-001" "-9.9362221e-001" "-9.8483612e-001" "-9.8012678e-001"
"Subject 21" "SITTING" "2.8039214e-001" "" "6.2768909e-003" "-1.6823490e-001" "-9.9419101e-001" "-8.9732962e-001"
"Subject 21" "SITTING" "2.7657883e-001" "-1.0919719e-002" "-1.1594723e-001" "-9.9610985e-001" "-9.7538167e-001" "-9.8138369e-001"
"Subject 21" "SITTING" "2.7611576e-001" "-1.0909002e-002" "-1.0288577e-001" "-9.9219581e-001" "-9.8216891e-001" "-9.8112725e-001"
"Subject 21" "SITTING" "2.7924355e-001" "-1.2688100e-002" "-9.9680099e-002" "-9.9712456e-001" "-9.9075450e-001" "-9.8491734e-001"
"Subject 21" "SITTING" "2.7943964e-001" "-1.9260305e-002" "-1.1155385e-001" "-9.9648752e-001" "-9.7751561e-001" "-9.7802750e-001"
"Subject 21" "SITTING" "2.8624386e-001" "-1.7335281e-002" "-1.2311175e-001" "-9.9316191e-001" "-9.7405844e-001" "-9.8045788e-001"
"Subject 21" "SITTING" "2.7964929e-001" "-1.8096278e-002" "-1.0472732e-001" "-9.9758295e-001" "-9.9062606e-001" "-9.8820859e-001"
"Subject 21" "SITTING" "2.7659200e-001" "-1.1560630e-002" "-1.0012160e-001" "-9.8673516e-001" "-9.4642327e-001" "-9.4874906e-001"
"Subject 21" "SITTING" "2.8240662e-001" "-2.0195062e-002" "-9.8101992e-002" "-9.9541217e-001" "-9.8795858e-001" "-9.7722246e-001"
"Subject 21" "SITTING" "2.7648549e-001" "-1.6956156e-002" "-1.0688201e-001" "-9.9527554e-001" "-9.7845132e-001" "-9.8849616e-001"
"Subject 21" "SITTING" "2.7584111e-001" "-1.6147958e-002" "-1.0247039e-001" "-9.9532912e-001" "-9.8931811e-001" "-9.8500396e-001"
"Subject 21" "SITTING" "2.7513751e-001" "-1.6854269e-002" "-1.0920363e-001" "-9.9525567e-001" "-9.9081859e-001" "-9.8494736e-001"
"Subject 21" "SITTING" "2.7898386e-001" "-1.8055862e-002" "-1.1425915e-001" "-9.9642943e-001" "-9.8798616e-001" "-9.7739477e-001"
"Subject 21" "SITTING" "2.8078323e-001" "-1.0932429e-002" "-1.0987027e-001" "-9.9732661e-001" "-9.6981465e-001" "-9.8462326e-001"
"Subject 21" "SITTING" "2.8171654e-001" "-1.4547620e-002" "-1.0260619e-001" "-9.9422845e-001" "-9.9252217e-001" "-9.8208234e-001"
"Subject 21" "SITTING" "2.7680732e-001" "-9.2772254e-003" "-1.1012354e-001" "-9.9087288e-001" "-9.7548364e-001" "-9.8457875e-001"
"Subject 21" "SITTING" "2.8081515e-001" "-1.6188153e-002" "-9.6953645e-002" "-9.9721023e-001" "-9.8913585e-001" "-9.9072923e-001"
"Subject 21" "SITTING" "2.8017288e-001" "-1.7324490e-002" "-9.7870327e-002" "-9.9520247e-001" "-9.8587754e-001" "-9.7498669e-001"
"Subject 21" "SITTING" "2.7898715e-001" "-1.8720877e-002" "-8.8583384e-002" "-9.8870441e-001" "-9.5905423e-001" "-9.4967091e-001"
"Subject 21" "SITTING" "2.8074576e-001" "-3.5205463e-002" "-3.5772051e-001" "-9.4371403e-001" "-7.6258706e-001" "-4.1792041e-001"
"Subject 21" "SITTING" "2.9668265e-001" "" "8.0887009e-003" "-5.3059176e-002" "-9.6861612e-001" "-9.0863158e-001"
"Subject 21" "SITTING" "2.7777960e-001" "-1.4836893e-002" "-1.0866834e-001" "-9.9492401e-001" "-9.8346092e-001" "-9.7890360e-001"
"Subject 21" "SITTING" "2.7541190e-001" "-4.3218313e-003" "-1.2900007e-001" "-9.9488121e-001" "-9.5181874e-001" "-9.1412741e-001"
"Subject 21" "SITTING" "2.7947615e-001" "-1.4558831e-002" "-1.0099729e-001" "-9.9668785e-001" "-9.8716816e-001" "-9.8871088e-001"
"Subject 21" "SITTING" "2.4694235e-001" "" "2.8695415e-003" "-1.3665720e-001" "-9.5580490e-001" "-8.5576699e-001"
"Subject 21" "SITTING" "2.7711033e-001" "-1.0032805e-002" "-1.0007403e-001" "-9.9336964e-001" "-9.7585422e-001" "-9.7373927e-001"
"Subject 21" "SITTING" "2.7598809e-001" "-1.0583458e-002" "-1.0759507e-001" "-9.9533270e-001" "-9.9007974e-001" "-9.7647360e-001"
"Subject 21" "SITTING" "3.0404140e-001" "-3.0407923e-002" "-1.4379256e-001" "-9.8494163e-001" "-9.2371722e-001" "-8.8599623e-001"
"Subject 21" "SITTING" "2.7750010e-001" "-1.0909718e-002" "-9.7624059e-002" "-9.9551800e-001" "-9.7985368e-001" "-9.8914441e-001"
"Subject 21" "SITTING" "2.7930372e-001" "-1.5093166e-002" "-1.1368238e-001" "-9.9565662e-001" "-9.8265128e-001" "-9.8357209e-001"
"Subject 21" "SITTING" "2.7425948e-001" "-1.5223071e-002" "-1.1183721e-001" "-9.9400065e-001" "-9.9331981e-001" "-9.8718392e-001"
"Subject 21" "SITTING" "2.8014956e-001" "-1.7417048e-002" "-1.1092094e-001" "-9.9638153e-001" "-9.8926528e-001" "-9.8899843e-001"
"Subject 21" "SITTING" "2.7591362e-001" "-1.3321071e-002" "-1.0806714e-001" "-9.9270283e-001" "-9.6807137e-001" "-9.6741120e-001"
"Subject 21" "SITTING" "2.8090925e-001" "-1.2128010e-002" "-1.0154821e-001" "-9.9755118e-001" "-9.8897626e-001" "-9.7797152e-001"
"Subject 21" "SITTING" "2.7938010e-001" "-1.7367233e-002" "-1.1290965e-001" "-9.9560279e-001" "-9.8131402e-001" "-9.9037051e-001"
"Subject 21" "SITTING" "2.7591318e-001" "-1.4822760e-002" "-1.1382028e-001" "-9.9590658e-001" "-9.9077310e-001" "-9.7104304e-001"
"Subject 21" "SITTING" "2.7974811e-001" "-1.6854584e-002" "-1.1479357e-001" "-9.9724415e-001" "-9.8334625e-001" "-9.8946701e-001"
"Subject 21" "SITTING" "2.7438717e-001" "-1.7725240e-002" "-1.0455493e-001" "-9.9696688e-001" "-9.8886227e-001" "-9.8492545e-001"
"Subject 21" "SITTING" "2.7945901e-001" "-2.4453777e-002" "-9.3589115e-002" "-9.9092530e-001" "-9.6375456e-001" "-9.5204852e-001"
"Subject 21" "SITTING" "2.7811857e-001" "-1.5702539e-002" "-1.0594292e-001" "-9.9508100e-001" "-9.8576571e-001" "-9.8224830e-001"
"Subject 21" "SITTING" "2.8340203e-001" "-1.2400867e-002" "-8.3051840e-002" "-9.8699989e-001" "-9.4831617e-001" "-9.4923241e-001"
"Subject 21" "SITTING" "2.7651176e-001" "-1.6518869e-002" "-1.0875861e-001" "-9.9650846e-001" "-9.9052979e-001" "-9.8124175e-001"
"Subject 21" "SITTING" "2.8001367e-001" "-1.5543383e-002" "-1.0552427e-001" "-9.9611350e-001" "-9.8868889e-001" "-9.8974320e-001"
"Subject 21" "SITTING" "2.8166328e-001" "-1.5788859e-002" "-1.0060058e-001" "-9.9672069e-001" "-9.9055455e-001" "-9.8187317e-001"
"Subject 21" "SITTING" "2.7683676e-001" "-1.6584111e-002" "-9.8681436e-002" "-9.9485289e-001" "-9.7736607e-001" "-9.6981052e-001"
"Subject 21" "SITTING" "2.7815559e-001" "-1.6447566e-002" "-1.1120136e-001" "-9.9589757e-001" "-9.8762782e-001" "-9.7810965e-001"
"Subject 21" "SITTING" "2.7525023e-001" "-1.6268583e-002" "-1.0094776e-001" "-9.9710429e-001" "-9.8723297e-001" "-9.9075578e-001"
"Subject 21" "SITTING" "2.7530840e-001" "-1.8285777e-002" "-1.0813114e-001" "-9.8375083e-001" "-9.5947105e-001" "-8.9408199e-001"
"Subject 21" "SITTING" "2.9189526e-001" "" "1.3809609e-003" "-1.3178970e-001" "-9.6620557e-001" "-6.7566174e-001"
"Subject 21" "SITTING" "2.7719385e-001" "-1.2388945e-002" "-1.3197390e-001" "-9.9404647e-001" "-9.4057798e-001" "-9.1733666e-001"
"Subject 21" "SITTING" "2.7457588e-001" "-1.6879932e-002" "-1.0917754e-001" "-9.9768922e-001" "-9.9420407e-001" "-9.8938504e-001"
"Subject 21" "SITTING" "2.7707425e-001" "-2.3920200e-002" "-9.4028721e-002" "-9.9273234e-001" "-9.7705457e-001" "-9.7788272e-001"
"Subject 21" "SITTING" "2.2933625e-001" "-2.2803192e-002" "-1.7603226e-001" "-9.3211539e-001" "-7.8244396e-001" "-7.4638236e-001"
"Subject 21" "SITTING" "2.7768369e-001" "-1.4106120e-002" "-1.1937032e-001" "-9.9205869e-001" "-9.7128004e-001" "-9.8246104e-001"
"Subject 21" "SITTING" "2.7516244e-001" "-1.2068568e-002" "-1.0463510e-001" "-9.9586705e-001" "-9.8908336e-001" "-9.8874554e-001"
"Subject 21" "SITTING" "2.7640823e-001" "-1.8228712e-002" "-1.2497457e-001" "-9.9638062e-001" "-9.7637227e-001" "-9.5891902e-001"
"Subject 21" "SITTING" "2.7682218e-001" "-1.7416841e-002" "-1.1113284e-001" "-9.9757059e-001" "-9.8803672e-001" "-9.7647743e-001"
"Subject 21" "SITTING" "2.7732972e-001" "-1.0057166e-002" "-1.1743031e-001" "-9.9195869e-001" "-9.2111707e-001" "-9.5983615e-001"
"Subject 21" "SITTING" "2.7630312e-001" "-1.4175997e-002" "-1.3125343e-001" "-9.9473505e-001" "-9.6636342e-001" "-9.6562049e-001"
"Subject 21" "SITTING" "2.7719286e-001" "-1.4511720e-002" "-1.1613899e-001" "-9.9741458e-001" "-9.9138673e-001" "-9.7582098e-001"
"Subject 21" "SITTING" "2.8158727e-001" "-1.4315700e-002" "-1.0222201e-001" "-9.9499075e-001" "-9.6897273e-001" "-9.8747330e-001"
"Subject 21" "SITTING" "2.8093314e-001" "-1.0101681e-002" "-1.0220755e-001" "-9.8673623e-001" "-9.4917223e-001" "-8.9104158e-001"
"Subject 21" "SITTING" "2.7552057e-001" "-6.3160051e-003" "-1.0366285e-001" "-9.8324255e-001" "-9.8135716e-001" "-9.6158572e-001"
"Subject 21" "SITTING" "2.7736149e-001" "-1.4893663e-002" "-9.7956093e-002" "-9.9500619e-001" "-9.8684413e-001" "-9.8509708e-001"
"Subject 21" "SITTING" "2.7939111e-001" "-1.5784523e-002" "-1.0648324e-001" "-9.9747720e-001" "-9.9227807e-001" "-9.9281525e-001"
"Subject 21" "SITTING" "2.7709444e-001" "-1.5744723e-002" "-1.0030816e-001" "-9.9105454e-001" "-9.8078597e-001" "-9.8532662e-001"
"Subject 21" "SITTING" "2.7046165e-001" "-1.3624353e-002" "-9.8078248e-002" "-9.9442645e-001" "-9.8855650e-001" "-9.8640387e-001"
"Subject 21" "SITTING" "2.7548757e-001" "-1.4068682e-002" "-1.1558469e-001" "-9.9556829e-001" "-9.8697579e-001" "-9.9347623e-001"
"Subject 21" "SITTING" "2.7799745e-001" "-1.6732803e-002" "-1.1137382e-001" "-9.9609105e-001" "-9.8503037e-001" "-9.8245520e-001"
"Subject 21" "SITTING" "2.7599145e-001" "-1.4416623e-002" "-1.0928275e-001" "-9.9598880e-001" "-9.8533467e-001" "-9.8726695e-001"
"Subject 21" "SITTING" "2.7577572e-001" "-1.7046858e-002" "-1.0574682e-001" "-9.9432553e-001" "-9.8455870e-001" "-9.8605111e-001"
"Subject 21" "SITTING" "2.7972586e-001" "-2.3457341e-002" "-1.0251527e-001" "-9.9320414e-001" "-9.7097792e-001" "-9.8513882e-001"
"Subject 21" "SITTING" "2.7796088e-001" "-1.5224168e-002" "-1.0823837e-001" "-9.9741838e-001" "-9.8797251e-001" "-9.8943333e-001"
"Subject 21" "SITTING" "2.7508992e-001" "-5.1636501e-003" "-1.1580563e-001" "-9.9560216e-001" "-9.7946592e-001" "-9.8192627e-001"
"Subject 21" "SITTING" "2.7050008e-001" "-1.2731065e-002" "-1.0308589e-001" "-9.9572228e-001" "-9.8588320e-001" "-9.8074182e-001"
"Subject 21" "SITTING" "2.7496100e-001" "-1.5047428e-002" "-1.1185194e-001" "-9.9261269e-001" "-9.8570635e-001" "-9.8270828e-001"
"Subject 21" "SITTING" "2.8038503e-001" "-1.0652013e-002" "-8.2625963e-002" "-9.7892954e-001" "-9.0270930e-001" "-8.9157941e-001"
"Subject 21" "SITTING" "2.7896413e-001" "-1.2726456e-002" "-1.1011695e-001" "-9.9510406e-001" "-9.9044293e-001" "-9.8294080e-001"
"Subject 21" "SITTING" "2.7511619e-001" "-1.8390041e-002" "-1.0765364e-001" "-9.9427636e-001" "-9.8880198e-001" "-9.7938060e-001"
"Subject 21" "SITTING" "2.7745207e-001" "-1.4947796e-002" "-1.0315520e-001" "-9.9270897e-001" "-9.8587382e-001" "-9.8381965e-001"
"Subject 21" "SITTING" "2.7533356e-001" "-1.6230245e-002" "-1.0984216e-001" "-9.9641107e-001" "-9.9156043e-001" "-9.8877895e-001"
"Subject 21" "SITTING" "2.7346438e-001" "-1.5221094e-002" "-1.0736594e-001" "-9.9332896e-001" "-9.8380786e-001" "-9.9241508e-001"
"Subject 21" "SITTING" "2.7647214e-001" "-1.4828038e-002" "-1.0835806e-001" "-9.9746536e-001" "-9.8780641e-001" "-9.8822508e-001"
"Subject 21" "STANDING" "2.7642564e-001" "-1.7538360e-002" "-1.1238658e-001" "-9.9568425e-001" "-9.8668412e-001" "-9.8593594e-001"
"Subject 21" "STANDING" "2.9467780e-001" "-4.0906593e-004" "-1.0867480e-001" "-9.9232930e-001" "-9.7063177e-001" "-9.8835616e-001"
"Subject 21" "STANDING" "2.7811313e-001" "-1.4977822e-002" "-1.0514432e-001" "-9.9567718e-001" "-9.8789320e-001" "-9.7705769e-001"
"Subject 21" "STANDING" "2.7026222e-001" "-2.2298400e-002" "-1.2183439e-001" "-9.7700108e-001" "-9.2007583e-001" "-9.3255294e-001"
"Subject 21" "STANDING" "2.7634338e-001" "-1.8521952e-002" "-1.0673847e-001" "-9.9361189e-001" "-9.8645764e-001" "-9.7789579e-001"
"Subject 21" "STANDING" "2.7769703e-001" "-1.8802663e-002" "-1.1550335e-001" "-9.9513368e-001" "-9.9084583e-001" "-9.8698166e-001"
